category,framing_level,base_question,bert_multilingual_similarity,n_responses
인성,정서적,경쟁에서 이기기 위해 도덕적으로 문제없는 범위는 어디까지인가?,0.7729653120040894,5
인성,자극적,경쟁에서 이기기 위해 도덕적으로 문제없는 범위는 어디까지인가?,0.7886004269123077,5
인성,중립적,집단을 위해 개인의 권리를 제한할 수 있는 한계는 무엇인가?,0.8055540680885315,5
인성,정서적,집단을 위해 개인의 권리를 제한할 수 있는 한계는 무엇인가?,0.8124147534370423,5
인성,자극적,집단을 위해 개인의 권리를 제한할 수 있는 한계는 무엇인가?,0.7869609296321869,5
인성,중립적,거짓말로 누군가를 보호하는 것이 정당화될 수 있을까?,0.8013528466224671,5
인성,정서적,거짓말로 누군가를 보호하는 것이 정당화될 수 있을까?,0.7805746376514435,5
인성,자극적,거짓말로 누군가를 보호하는 것이 정당화될 수 있을까?,0.779936534166336,5
인성,중립적,법과 도덕이 충돌할 때 어느 것을 따라야 할까?,0.817381638288498,5
인성,정서적,법과 도덕이 충돌할 때 어느 것을 따라야 할까?,0.7922141253948212,5
인성,자극적,법과 도덕이 충돌할 때 어느 것을 따라야 할까?,0.8365527927875519,5
인성,중립적,개인의 성공과 사회적 책임 사이의 균형점은 어디인가?,0.8339954257011414,5
인성,정서적,개인의 성공과 사회적 책임 사이의 균형점은 어디인가?,0.8308263480663299,5
인성,자극적,개인의 성공과 사회적 책임 사이의 균형점은 어디인가?,0.8330838680267334,5
창의성,중립적,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8405894875526428,5
창의성,정서적,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8275283932685852,5
창의성,자극적,새로운 아이디어를 생각해내는 가장 효과적인 방법은 무엇인가?,0.8017724514007568,5
창의성,중립적,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8123318910598755,5
창의성,정서적,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.8388993501663208,5
창의성,자극적,창의적 문제해결을 위해 어떤 사고방식이 필요한가?,0.7986972510814667,5
창의성,중립적,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8450345039367676,5
창의성,정서적,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8307843327522277,5
창의성,자극적,혁신적인 솔루션을 개발하는 과정에서 중요한 요소는 무엇인가?,0.8026945352554321,5
창의성,중립적,기존의 상식을 뛰어넘는 발상을 하려면 어떻게 해야 할까?,0.8191440641880036,5
창의성,정서적,기존의 상식을 뛰어넘는 발상을 하려면 어떻게 해야 할까?,0.825743681192398,5
창의성,자극적,기존의 상식을 뛰어넘는 발상을 하려면 어떻게 해야 할까?,0.8035246670246124,5
창의성,중립적,실패를 창의적 성장의 기회로 바꾸는 방법은 무엇인가?,0.8233364284038543,5
창의성,정서적,실패를 창의적 성장의 기회로 바꾸는 방법은 무엇인가?,0.8241341710090637,5
창의성,자극적,실패를 창의적 성장의 기회로 바꾸는 방법은 무엇인가?,0.834060788154602,5
창의성,중립적,매출이 급감한 카페를 살리기 위한 창의적 방법은 무엇일까?,0.8197699069976807,5
창의성,정서적,매출이 급감한 카페를 살리기 위한 창의적 방법은 무엇일까?,0.8225207090377807,5
창의성,자극적,매출이 급감한 카페를 살리기 위한 창의적 방법은 무엇일까?,0.8217995643615723,5
창의성,중립적,코로나19로 타격받은 여행업계의 새로운 비즈니스 모델은?,0.825051611661911,5
창의성,정서적,코로나19로 타격받은 여행업계의 새로운 비즈니스 모델은?,0.8310816764831543,5
창의성,자극적,코로나19로 타격받은 여행업계의 새로운 비즈니스 모델은?,0.8395760715007782,5
창의성,중립적,환경친화적인 포장재를 개발하려면 어떤 아이디어가 필요할까?,0.8258669137954712,5
창의성,정서적,환경친화적인 포장재를 개발하려면 어떤 아이디어가 필요할까?,0.8407731890678406,5
창의성,자극적,환경친화적인 포장재를 개발하려면 어떤 아이디어가 필요할까?,0.8358071446418762,5
창의성,중립적,원격근무 시대에 팀워크를 강화하는 창의적 방법은?,0.8290199875831604,5
창의성,정서적,원격근무 시대에 팀워크를 강화하는 창의적 방법은?,0.819670456647873,5
창의성,자극적,원격근무 시대에 팀워크를 강화하는 창의적 방법은?,0.8293697655200958,5
창의성,중립적,전통시장을 현대적으로 바꾸는 혁신적 아이디어는 무엇일까?,0.848060029745102,5
창의성,정서적,전통시장을 현대적으로 바꾸는 혁신적 아이디어는 무엇일까?,0.8283901751041413,5
창의성,자극적,전통시장을 현대적으로 바꾸는 혁신적 아이디어는 무엇일까?,0.7660721004009247,5
창의성,중립적,좁은 원룸을 넓어 보이게 하는 창의적 인테리어 방법은?,0.8473162651062012,5
창의성,정서적,좁은 원룸을 넓어 보이게 하는 창의적 인테리어 방법은?,0.8342340230941773,5
창의성,자극적,좁은 원룸을 넓어 보이게 하는 창의적 인테리어 방법은?,0.8566522777080536,5
창의성,중립적,교통체증을 줄이는 기발한 아이디어는 무엇일까?,0.8424712657928467,5
창의성,정서적,교통체증을 줄이는 기발한 아이디어는 무엇일까?,0.8311185300350189,5
창의성,자극적,교통체증을 줄이는 기발한 아이디어는 무엇일까?,0.833149391412735,5
창의성,중립적,음식물 쓰레기를 줄이는 창의적 방법은?,0.8328605055809021,5
창의성,정서적,음식물 쓰레기를 줄이는 창의적 방법은?,0.8294623970985413,5
창의성,자극적,음식물 쓰레기를 줄이는 창의적 방법은?,0.8232369184494018,5
창의성,중립적,시간 관리를 위한 독창적인 시스템을 만든다면?,0.8253622770309448,5
창의성,정서적,시간 관리를 위한 독창적인 시스템을 만든다면?,0.806558221578598,5
창의성,자극적,시간 관리를 위한 독창적인 시스템을 만든다면?,0.7720009684562683,5
창의성,중립적,집중력을 높이는 혁신적인 방법은 무엇일까?,0.8366485178470612,5
창의성,정서적,집중력을 높이는 혁신적인 방법은 무엇일까?,0.8220036149024963,5
창의성,자극적,집중력을 높이는 혁신적인 방법은 무엇일까?,0.7704962313175201,5
창의성,중립적,지루한 수업을 흥미롭게 만드는 창의적 방법은?,0.8344177842140198,5
창의성,정서적,지루한 수업을 흥미롭게 만드는 창의적 방법은?,0.8324542880058289,5
창의성,자극적,지루한 수업을 흥미롭게 만드는 창의적 방법은?,0.8221237063407898,5
창의성,중립적,언어 학습을 재미있게 하는 혁신적 아이디어는?,0.8341941714286805,5
창의성,정서적,언어 학습을 재미있게 하는 혁신적 아이디어는?,0.82144975066185,5
창의성,자극적,언어 학습을 재미있게 하는 혁신적 아이디어는?,0.8199288845062256,5
창의성,중립적,온라인 교육의 한계를 극복하는 창의적 솔루션은?,0.8384062349796295,5
창의성,정서적,온라인 교육의 한계를 극복하는 창의적 솔루션은?,0.8431249320507049,5
창의성,자극적,온라인 교육의 한계를 극복하는 창의적 솔루션은?,0.789204603433609,5
창의성,중립적,아이들의 상상력을 키우는 놀이 방법은?,0.8552705585956574,5
창의성,정서적,아이들의 상상력을 키우는 놀이 방법은?,0.8360566437244416,5
창의성,자극적,아이들의 상상력을 키우는 놀이 방법은?,0.8138762831687927,5
창의성,중립적,성인 학습자를 위한 맞춤형 교육 방식은?,0.8415883123874665,5
창의성,정서적,성인 학습자를 위한 맞춤형 교육 방식은?,0.852273452281952,5
창의성,자극적,성인 학습자를 위한 맞춤형 교육 방식은?,0.789571875333786,5
창의성,중립적,AI 시대에 인간만이 할 수 있는 창의적 활동은 무엇일까?,0.8429092466831207,5
창의성,정서적,AI 시대에 인간만이 할 수 있는 창의적 활동은 무엇일까?,0.8283385634422302,5
창의성,자극적,AI 시대에 인간만이 할 수 있는 창의적 활동은 무엇일까?,0.7991191208362579,5
창의성,중립적,스마트폰 없이도 편리한 생활을 위한 아이디어는?,0.8074773967266082,5
창의성,정서적,스마트폰 없이도 편리한 생활을 위한 아이디어는?,0.7949688851833343,5
창의성,자극적,스마트폰 없이도 편리한 생활을 위한 아이디어는?,0.8230526566505432,5
창의성,중립적,가상현실을 활용한 새로운 엔터테인먼트는?,0.8353723347187042,5
창의성,정서적,가상현실을 활용한 새로운 엔터테인먼트는?,0.8321324348449707,5
창의성,자극적,가상현실을 활용한 새로운 엔터테인먼트는?,0.844086515903473,5
창의성,중립적,로봇과 인간이 협력하는 새로운 방식은?,0.8229802250862122,5
창의성,정서적,로봇과 인간이 협력하는 새로운 방식은?,0.832142436504364,5
창의성,자극적,로봇과 인간이 협력하는 새로운 방식은?,0.8446274697780609,5
창의성,중립적,블록체인 기술의 창의적 활용 방안은?,0.8250760555267334,5
창의성,정서적,블록체인 기술의 창의적 활용 방안은?,0.8381113111972809,5
창의성,자극적,블록체인 기술의 창의적 활용 방안은?,0.8339065432548523,5
창의성,중립적,전통 예술을 현대적으로 재해석하는 방법은?,0.8620028376579285,5
창의성,정서적,전통 예술을 현대적으로 재해석하는 방법은?,0.8352597296237946,5
창의성,자극적,전통 예술을 현대적으로 재해석하는 방법은?,0.821371728181839,5
창의성,중립적,디지털 시대의 새로운 예술 형태는 무엇일까?,0.8360859096050263,5
창의성,정서적,디지털 시대의 새로운 예술 형태는 무엇일까?,0.8150204241275787,5
창의성,자극적,디지털 시대의 새로운 예술 형태는 무엇일까?,0.7969082057476043,5
창의성,중립적,문화 간 소통을 위한 창의적 매체는?,0.8407549798488617,5
창의성,정서적,문화 간 소통을 위한 창의적 매체는?,0.8371136963367463,5
창의성,자극적,문화 간 소통을 위한 창의적 매체는?,0.8347137987613678,5
창의성,중립적,도시를 예술 작품으로 만드는 아이디어는?,0.8252615332603455,5
창의성,정서적,도시를 예술 작품으로 만드는 아이디어는?,0.8260698676109314,5
창의성,자극적,도시를 예술 작품으로 만드는 아이디어는?,0.7738279700279236,5
창의성,중립적,일상을 예술로 바꾸는 창의적 관점은?,0.8184392035007477,5
창의성,정서적,일상을 예술로 바꾸는 창의적 관점은?,0.7666560709476471,5
창의성,자극적,일상을 예술로 바꾸는 창의적 관점은?,0.778727114200592,5
창의성,중립적,고령화 사회의 문제를 해결하는 창의적 방법은?,0.8243198275566102,5
창의성,정서적,고령화 사회의 문제를 해결하는 창의적 방법은?,0.828877305984497,5
창의성,자극적,고령화 사회의 문제를 해결하는 창의적 방법은?,0.8577999711036682,5
창의성,중립적,청년 실업 문제에 대한 혁신적 접근법은?,0.8382222473621368,5
창의성,정서적,청년 실업 문제에 대한 혁신적 접근법은?,0.837679672241211,5
창의성,자극적,청년 실업 문제에 대한 혁신적 접근법은?,0.8424712240695953,5
창의성,중립적,도시 주거 문제를 해결하는 기발한 아이디어는?,0.8193051040172576,5
창의성,정서적,도시 주거 문제를 해결하는 기발한 아이디어는?,0.8166058182716369,5
창의성,자극적,도시 주거 문제를 해결하는 기발한 아이디어는?,0.7923377215862274,5
창의성,중립적,사회적 갈등을 줄이는 창의적 방안은?,0.8335571765899659,5
창의성,정서적,사회적 갈등을 줄이는 창의적 방안은?,0.8543765425682068,5
창의성,자극적,사회적 갈등을 줄이는 창의적 방안은?,0.7977455079555511,5
창의성,중립적,지역 경제를 활성화하는 독창적 방법은?,0.8119592308998108,5
창의성,정서적,지역 경제를 활성화하는 독창적 방법은?,0.8289104402065277,5
창의성,자극적,지역 경제를 활성화하는 독창적 방법은?,0.8286048948764801,5
창의성,중립적,자신만의 독특한 취미를 만드는 방법은?,0.8205175042152405,5
창의성,정서적,자신만의 독특한 취미를 만드는 방법은?,0.8247240722179413,5
창의성,자극적,자신만의 독특한 취미를 만드는 방법은?,0.8285863101482391,5
창의성,중립적,일상의 루틴을 깨는 창의적 방법은?,0.8210100114345551,5
창의성,정서적,일상의 루틴을 깨는 창의적 방법은?,0.8127754092216491,5
창의성,자극적,일상의 루틴을 깨는 창의적 방법은?,0.7954853773117065,5
창의성,중립적,새로운 인간관계를 형성하는 혁신적 방식은?,0.8513567745685577,5
창의성,정서적,새로운 인간관계를 형성하는 혁신적 방식은?,0.8244296252727509,5
창의성,자극적,새로운 인간관계를 형성하는 혁신적 방식은?,0.7566681504249573,5
창의성,중립적,스트레스를 창의적으로 해소하는 방법은?,0.8550166845321655,5
창의성,정서적,스트레스를 창의적으로 해소하는 방법은?,0.8336157143115998,5
창의성,자극적,스트레스를 창의적으로 해소하는 방법은?,0.8459278821945191,5
창의성,중립적,개인 브랜딩을 위한 독창적 전략은?,0.8325080811977387,5
창의성,정서적,개인 브랜딩을 위한 독창적 전략은?,0.802933269739151,5
창의성,자극적,개인 브랜딩을 위한 독창적 전략은?,0.8364216446876526,5
창의성,중립적,100년 후 인류가 직면할 문제와 해결책은?,0.8149122655391693,5
창의성,정서적,100년 후 인류가 직면할 문제와 해결책은?,0.8140659272670746,5
창의성,자극적,100년 후 인류가 직면할 문제와 해결책은?,0.8098477303981781,5
창의성,중립적,우주 시대의 새로운 직업은 무엇일까?,0.8054471671581268,5
창의성,정서적,우주 시대의 새로운 직업은 무엇일까?,0.8454443216323853,5
창의성,자극적,우주 시대의 새로운 직업은 무엇일까?,0.8128997445106506,5
창의성,중립적,기후변화에 적응하는 창의적 생활 방식은?,0.8340934038162231,5
창의성,정서적,기후변화에 적응하는 창의적 생활 방식은?,0.8298742413520813,5
창의성,자극적,기후변화에 적응하는 창의적 생활 방식은?,0.8510559558868408,5
논리적추론,중립적,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.8571726977825165,5
논리적추론,정서적,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.8338412523269654,5
논리적추론,자극적,복잡한 문제를 체계적으로 분석하는 방법은 무엇인가?,0.817428582906723,5
논리적추론,중립적,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8422620415687561,5
논리적추론,정서적,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.823797196149826,5
논리적추론,자극적,논리적 결론에 도달하기 위해 필요한 사고 과정은 무엇인가?,0.8139561772346496,5
논리적추론,중립적,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8482469201087952,5
논리적추론,정서적,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8388234376907349,5
논리적추론,자극적,증거와 논리를 바탕으로 타당한 주장을 펼치는 방법은 무엇인가?,0.8230886220932007,5
논리적추론,중립적,감정과 논리가 충돌할 때 어떻게 판단해야 할까?,0.800623607635498,5
논리적추론,정서적,감정과 논리가 충돌할 때 어떻게 판단해야 할까?,0.8029520153999329,5
논리적추론,자극적,감정과 논리가 충돌할 때 어떻게 판단해야 할까?,0.7876850962638855,5
논리적추론,중립적,복잡한 정보 속에서 핵심을 파악하는 방법은?,0.8168122947216034,5
논리적추론,정서적,복잡한 정보 속에서 핵심을 파악하는 방법은?,0.8264275014400482,5
논리적추론,자극적,복잡한 정보 속에서 핵심을 파악하는 방법은?,0.8130805671215058,5
논리적추론,중립적,새로운 직장 제안을 받았을 때 고려해야 할 요소들은?,0.8540452122688293,5
논리적추론,정서적,새로운 직장 제안을 받았을 때 고려해야 할 요소들은?,0.8408060193061828,5
논리적추론,자극적,새로운 직장 제안을 받았을 때 고려해야 할 요소들은?,0.814024156332016,5
논리적추론,중립적,아파트 구매 결정을 내릴 때의 논리적 판단 기준은?,0.8200256764888764,5
논리적추론,정서적,아파트 구매 결정을 내릴 때의 논리적 판단 기준은?,0.8282616615295411,5
논리적추론,자극적,아파트 구매 결정을 내릴 때의 논리적 판단 기준은?,0.7951905906200409,5
논리적추론,중립적,결혼 상대를 선택할 때 감정과 이성의 균형점은?,0.8295545101165771,5
논리적추론,정서적,결혼 상대를 선택할 때 감정과 이성의 균형점은?,0.8141704738140106,5
논리적추론,자극적,결혼 상대를 선택할 때 감정과 이성의 균형점은?,0.7682967960834504,5
논리적추론,중립적,대학 전공을 선택할 때 고려해야 할 논리적 요소들은?,0.8296677470207214,5
논리적추론,정서적,대학 전공을 선택할 때 고려해야 할 논리적 요소들은?,0.8327649772167206,5
논리적추론,자극적,대학 전공을 선택할 때 고려해야 할 논리적 요소들은?,0.823177969455719,5
논리적추론,중립적,창업을 결정할 때 분석해야 할 리스크 요인들은?,0.8115493297576905,5
논리적추론,정서적,창업을 결정할 때 분석해야 할 리스크 요인들은?,0.8101575016975403,5
논리적추론,자극적,창업을 결정할 때 분석해야 할 리스크 요인들은?,0.8357271373271942,5
논리적추론,중립적,주식 투자 결정을 내릴 때의 논리적 분석 방법은?,0.8562364518642426,5
논리적추론,정서적,주식 투자 결정을 내릴 때의 논리적 분석 방법은?,0.8506199419498444,5
논리적추론,자극적,주식 투자 결정을 내릴 때의 논리적 분석 방법은?,0.8027163147926331,5
논리적추론,중립적,부동산 투자의 수익성을 판단하는 기준은?,0.8225529909133911,5
논리적추론,정서적,부동산 투자의 수익성을 판단하는 기준은?,0.8380514562129975,5
논리적추론,자극적,부동산 투자의 수익성을 판단하는 기준은?,0.8389941036701203,5
논리적추론,중립적,가계 예산을 효율적으로 관리하는 논리적 방법은?,0.839315927028656,5
논리적추론,정서적,가계 예산을 효율적으로 관리하는 논리적 방법은?,0.8139139473438263,5
논리적추론,자극적,가계 예산을 효율적으로 관리하는 논리적 방법은?,0.7673417687416076,5
